Movie_ID,Genre,Duration,IMDb_Rating,Votes,User_Liked
126,Romance,102,7.9,,0
127,Thriller,105,8.5,27554,1
128,Romance,147,,38862,1
129,Thriller,161,9.3,23700,0
130,Thriller,134,4.3,29338,1
131,Drama,85,6.8,25341,1
132,Thriller,114,8,19910,1
133,Romance,101,8.7,20267,1
134,Thriller,122,5,21911,0
135,Drama,94,8.4,39879,1
136,Drama,165,7,20185,1
137,Romance,139,6.2,46954,1
138,Comedy,91,4.7,9361,1
139,Comedy,128,8.8,,1
140,Thriller,121,4.9,39879,0
141,Action,117,5.7,29179,1
142,Thriller,161,5.6,34080,1
143,Romance,124,8.8,14241,1
144,Romance,114,7.7,9444,1
145,Romance,109,8.4,39572,1
146,Romance,167,5.4,15996,1
147,Romance,109,7.4,23917,0
148,Drama,,7.1,29913,1
149,Comedy,85,8.6,18995,1
150,Romance,146,9,243,1
151,Action,159,,10781,1
152,Action,86,7.7,7467,1
153,Action,131,4.3,3328,1
154,Action,93,7,4682,1
155,Drama,152,5.6,13247,1
156,Action,94,5.7,11497,1
157,Romance,100,5.9,38899,1
158,Thriller,114,7.4,37111,1
159,Action,145,5.8,13747,1
160,Drama,170,,27818,1
161,Drama,81,6.2,44364,1
162,Action,114,4.4,42417,1
163,Thriller,,8.3,,0
164,Action,,5.6,19197,0
165,Drama,99,6.4,37053,1
166,Comedy,161,7.8,45354,1
167,Romance,89,5.8,40196,1
168,Drama,104,4.3,49552,1
169,Action,145,6.1,17207,0
170,Romance,104,9.2,,1
171,Action,133,7.5,5655,1
172,Action,112,,167,1
173,Comedy,115,7.5,28512,1
174,Romance,174,5.1,,0
175,Romance,93,6.3,34405,0
176,Comedy,144,8.1,49649,1
177,Drama,159,4.6,11649,1
178,Action,133,5.5,5780,1
179,Thriller,131,5.5,25839,0
180,Action,82,6.4,21309,0
181,Action,178,9.4,41615,1
182,Drama,120,4.4,22532,1
183,Action,85,6.9,15216,1
184,Comedy,104,5,20145,0
185,Comedy,92,9.3,26427,1
186,Romance,177,4.6,35809,0
187,Thriller,87,6.2,43717,0
188,Action,100,8.1,27005,1
189,Action,177,7.9,7167,0
190,Drama,147,6.3,32659,0
191,Comedy,,5.9,43019,1
192,Thriller,,6.2,18085,1
193,Romance,147,5.5,27469,1
194,Comedy,,5.1,17964,1
195,Romance,139,6.7,22714,0
196,Drama,91,5.5,47994,0
197,Drama,111,5.6,15713,1
198,Action,175,7.6,6547,1
199,Thriller,171,9.3,5599,1
200,Romance,92,7.3,39141,0
201,Comedy,110,4.4,31415,1
202,Drama,157,4.4,1399,0
203,Action,99,9.2,39569,1
204,Action,97,5.6,5094,1
205,Romance,172,4.5,29978,1
206,Drama,139,7.3,15727,1
207,Thriller,142,7.4,7589,1
208,Drama,85,7.6,26211,1
209,Romance,111,,32455,1
210,Romance,172,4.1,8369,0
211,Drama,122,9.3,2931,1
212,Romance,81,5.4,44470,0
213,Drama,139,7.7,11919,1
214,Comedy,102,7.9,24913,1
215,Drama,162,7.4,21737,1
216,Drama,110,5.7,2096,1
217,Romance,84,5.5,44487,0
218,Romance,162,7.3,,1
219,Action,113,8.8,3189,1
220,Action,89,9.2,33391,1
221,Comedy,168,4.6,20759,1
222,Action,81,4.9,45278,1
223,Drama,,9.2,30529,1
224,Romance,129,8.1,15832,0
225,Action,110,8.9,19606,0
226,Action,135,5.1,41035,1
227,Comedy,158,7.2,5290,1
228,Comedy,152,7.9,4675,1
229,Drama,166,,40595,1
230,Romance,162,6.2,48246,1
231,Comedy,88,4.1,34665,1
232,Action,178,7.2,34999,0
233,Romance,100,5.4,23806,0
234,Romance,152,6.5,47768,1
235,Action,107,,22984,1
236,Comedy,141,6.2,17299,1
237,Action,86,8.6,44200,1
238,Romance,159,5,39534,0
239,Thriller,95,7.7,49394,1
240,Thriller,176,9.4,12579,0
241,Drama,83,4.6,34278,1
242,Action,83,,12765,1
243,Action,119,6.4,634,1
244,Drama,96,4.5,26392,1
245,Drama,131,8.1,36232,0
246,Drama,172,9,36210,1
247,Romance,131,6.4,22569,1
248,Action,115,5.4,46333,1
249,Romance,117,6.4,37368,1
250,Drama,129,8,1272,1
251,Action,142,4,28014,1
252,Romance,142,7.2,21001,0
253,Romance,141,7.4,40875,1
254,Drama,178,7.5,34509,0
255,Action,86,5.3,49723,1
256,Drama,106,7.9,19424,1
257,Action,171,4.5,8838,1
258,Thriller,165,5.1,37594,1
259,Comedy,93,8.8,44657,1
260,Comedy,150,8.1,24154,0
261,Comedy,165,,29809,1
262,Drama,84,5.4,43885,1
263,Thriller,134,5.2,20207,1
264,Action,81,5.5,463,0
265,Romance,141,5.4,10458,1
266,Action,170,4.3,36177,1
267,Romance,100,6.5,49797,1
268,Action,158,8,3340,1
269,Thriller,100,7.3,6765,1
270,Romance,89,7.7,45789,1
271,Drama,166,4.4,2036,1
272,Action,137,9.2,46836,0
273,Action,118,8.6,25638,0
274,Romance,84,8.4,44065,1
275,Drama,144,8.5,12098,0
276,Drama,92,9.1,982,1
277,Thriller,164,7,20324,1
278,Drama,169,5.1,39791,0
279,Drama,164,7.4,46576,1
280,Drama,132,8.1,30925,1
281,Comedy,161,8.1,5304,1
282,Thriller,124,6.9,28985,1
283,Action,111,4.4,40156,1
284,Romance,115,6,3303,1
285,Action,160,9.1,2344,1
286,Thriller,178,7.2,32886,1
287,Romance,,7,49893,0
288,Thriller,90,5.5,3183,0
289,Drama,142,6,21684,1
290,Romance,100,8.9,8621,0
291,Drama,131,7.7,33641,0
292,Action,134,,29163,1
293,Action,105,6.5,4832,0
294,Romance,147,7.5,27618,1
295,Romance,113,5.4,39663,1
296,Thriller,131,7.9,39852,1
297,Thriller,161,6.4,29797,1
298,Drama,178,6.4,2667,0
299,Romance,,7.6,16221,1
300,Action,131,9.1,1774,1
301,Thriller,108,4.4,10975,1
302,Thriller,117,8.5,44440,1
303,Action,121,5.6,839,1
304,Thriller,100,6.4,1645,1
305,Drama,,4.1,29240,0
306,Romance,92,5.7,9427,1
307,Action,143,6.8,5227,1
308,Romance,96,4.3,23431,0
309,Thriller,88,6.7,,1
310,Thriller,120,9.1,41933,0
311,Action,80,4.6,10592,1
312,Drama,81,8.2,,1
313,Comedy,139,6.3,23608,0
314,Action,127,7.6,9145,1
315,Comedy,108,5.4,20216,0
316,Comedy,176,4.9,18767,1
317,Drama,89,4.9,9621,0
318,Comedy,137,,8769,1
319,Comedy,139,5,27402,1
320,Drama,100,7.7,11383,1
321,Comedy,107,8.8,31035,1
322,Comedy,154,8.5,7098,1
323,Comedy,113,7.8,28906,1
324,Action,,,31724,1
325,Action,138,5.6,13540,1
326,Action,165,5.7,45565,1
327,Drama,151,5.4,46601,0
328,Thriller,128,6.8,21897,1
329,Comedy,158,6.9,1369,0
330,Comedy,96,6,7968,1
331,Drama,139,5.9,30351,1
332,Comedy,166,8.6,12473,1
333,Action,167,8.3,19087,0
334,Thriller,124,5.7,38829,0
335,Romance,162,9,15834,1
336,Comedy,148,9.2,42529,1
337,Action,111,5.8,41437,1
338,Romance,,5.9,40425,1
339,Thriller,144,6.8,18164,1
340,Romance,,9.2,8533,1
341,Action,87,8.8,48521,0
342,Romance,156,4.6,9211,1
343,Drama,151,6.2,38550,0
344,Romance,166,7,48347,1
345,Comedy,122,6.8,15147,0
346,Comedy,80,5.1,8184,1
347,Drama,130,8.7,21851,0
348,Action,103,7.7,16553,0
349,Comedy,178,8.6,20408,1
350,Thriller,103,8.7,39068,0
351,Comedy,96,8.1,30177,0
352,Comedy,84,6.4,43146,1
353,Action,99,7.4,34875,0
354,Romance,100,4.9,48670,0
355,Comedy,137,7.7,46197,1
356,Drama,110,5,24603,1
357,Romance,179,7.8,2879,1
358,Thriller,90,5.3,21404,1
359,Action,,4.6,,1
360,Thriller,94,4.9,39363,0
361,Romance,162,4,43055,1
362,Romance,86,8,42381,1
363,Romance,107,8,17500,1
364,Thriller,130,6.8,40215,1
365,Romance,137,4.9,14349,0
366,Thriller,84,4.5,47747,1
367,Romance,84,4.1,46925,1
368,Drama,173,4.9,44925,1
369,Romance,175,8.9,24700,0
370,Thriller,87,5.3,37806,0
371,Comedy,143,5.9,19322,0
372,Romance,89,4.6,33605,1
373,Comedy,117,5.2,39068,0
374,Drama,175,6.9,41239,0
375,Action,171,7.3,49483,1
376,Drama,160,5.3,41402,0
377,Romance,174,4.3,29248,1
378,Comedy,87,6.2,22402,1
379,Comedy,104,5.3,2723,1
380,Thriller,152,5.2,8746,1
381,Comedy,145,9.3,13643,1
382,Thriller,158,7.4,29060,1
383,Action,129,7.1,22885,0
384,Romance,146,6.3,12917,0
385,Thriller,128,6.4,31506,0
386,Action,115,7,,1
387,Comedy,147,7.8,23877,1
388,Comedy,157,7.9,21014,1
389,Action,120,4.9,29653,1
390,Comedy,168,6.8,23648,0
391,Action,141,6.3,37365,1
392,Thriller,89,8.8,40801,1
393,Thriller,,7.5,6827,0
394,Action,115,6.9,45024,1
395,Thriller,91,4.6,32527,0
396,Thriller,170,7.3,16792,1
397,Thriller,81,4.6,31725,1
398,Drama,92,5.9,25018,0
399,Romance,132,4.8,41495,1
400,Comedy,111,7.8,41236,1
401,Drama,174,5.1,49390,1
402,Thriller,95,6.2,49445,1
403,Action,111,8.9,15677,0
404,Thriller,111,5.1,19719,1
405,Romance,177,6.8,46340,1
406,Thriller,90,6.3,33810,1
407,Action,89,4.1,37488,0
408,Romance,94,8.4,16295,1
409,Thriller,96,4.4,27789,1
410,Romance,119,6.6,11254,0
411,Comedy,97,7.1,39221,1
412,Comedy,134,,29512,0
413,Thriller,152,7.8,21441,1
414,Romance,,5.4,32118,0
415,Action,138,4.1,9245,1
416,Thriller,157,8,42362,1
417,Comedy,168,6.9,,1
418,Comedy,101,8.6,22323,1
419,Thriller,109,8.5,2980,1
420,Romance,163,,21371,1
421,Comedy,164,6.7,33413,0
422,Romance,123,5.8,,0
423,Comedy,111,8.4,13404,1
424,Comedy,130,6.5,34795,0
425,Drama,125,5,,1
426,Comedy,,8.7,20636,1
427,Action,178,,30931,0
428,Thriller,111,6.6,49256,1
429,Thriller,,4.4,,1
430,Romance,118,6.1,22017,1
431,Comedy,91,8.4,,1
432,Action,126,9,15472,1
433,Romance,,,26038,0
434,Drama,100,,2763,1
435,Romance,92,8.8,47901,1
436,Romance,100,6.1,9565,1
437,Comedy,,7,3426,0
438,Drama,125,,3759,0
439,Romance,86,4.4,27694,1
440,Action,102,7.6,4863,1
441,Action,175,4.4,23221,1
442,Thriller,154,6.1,10928,1
443,Drama,165,8.4,47688,1
444,Drama,101,6.4,11321,1
445,Thriller,168,9.5,11311,0
446,Romance,101,7.1,13669,0
447,Drama,171,5.8,31458,0
448,Action,108,5.2,37960,1
449,Action,92,5.9,6122,1
450,Comedy,,6,45437,1
451,Drama,81,4.4,13615,1
452,Romance,108,6,6259,1
453,Thriller,164,6.6,46091,1
454,Thriller,158,8,41313,1
455,Romance,131,,21791,0
456,Comedy,,7.9,25004,0
457,Thriller,129,4,43890,1
458,Drama,174,5.2,3144,1
459,Comedy,158,7.6,9712,1
460,Drama,102,6.7,5736,1
461,Action,167,4,11693,1
462,Comedy,123,8.4,,0
463,Thriller,156,8.3,2992,0
464,Comedy,101,7,21772,0
465,Comedy,122,4.4,5912,1
466,Comedy,116,8.2,31185,0
467,Comedy,140,7.2,754,1
468,Drama,176,8.3,17243,1
469,Action,135,8.1,1898,1
470,Romance,82,8.4,38027,0
471,Comedy,142,6.8,29187,1
472,Thriller,98,4.8,11718,1
473,Comedy,102,7.7,8546,1
474,Thriller,108,7.4,21746,1
475,Drama,109,8.1,36691,0
476,Thriller,118,,48967,1
477,Romance,104,5.1,27300,1
478,Action,87,8.9,29671,1
479,Thriller,137,8.1,22638,1
480,Thriller,95,9,40655,1
481,Action,151,8.2,44064,0
482,Romance,80,7.3,21000,1
483,Comedy,84,7.6,22456,1
484,Thriller,82,8.9,23123,1
485,Action,144,7.2,39248,1
486,Drama,83,7.5,17492,1
487,Action,178,4.9,20798,1
488,Drama,175,6.6,42570,0
489,Romance,143,7.9,26635,1
490,Comedy,177,5.5,35550,1
491,Action,168,,33857,1
492,Thriller,89,5.7,12576,1
493,Romance,100,5.3,41314,1
494,Action,125,5.2,4811,0
495,Thriller,,6.3,6579,1
496,Action,106,9,31490,1
497,Drama,145,6.8,13261,1
498,Action,120,5,32252,1
499,Action,92,4.4,14735,1
500,Action,88,7.8,40943,0
501,Romance,115,6.1,30397,1
502,Action,165,8.5,20936,1
503,Thriller,169,7.6,24931,0
504,Drama,,8.4,1107,0
505,Drama,133,5.5,26431,1
506,Action,91,7.8,40556,0
507,Romance,160,5.5,10863,1
508,Romance,157,9.2,4008,0
509,Thriller,93,7.5,27673,0
510,Action,113,5.8,19287,1
511,Drama,132,5.5,12057,1
512,Romance,99,5.1,4479,1
513,Action,154,7.8,28059,1
514,Romance,95,5.2,16582,1
515,Romance,174,7.3,27205,1
516,Drama,149,5.5,977,1
517,Comedy,135,7.6,48453,1
518,Thriller,162,8.5,18352,0
519,Thriller,137,8.3,31434,0
520,Drama,83,8.2,19149,1
521,Romance,83,5,17872,1
522,Action,99,4.5,2737,0
523,Romance,89,7.8,7342,0
524,Drama,103,6,42125,0
525,Thriller,178,6.4,41481,1
526,Romance,105,4.2,35751,1
527,Thriller,116,5.4,34072,0
528,Action,164,4.2,17028,1
529,Thriller,133,8.8,28842,1
530,Thriller,100,5.3,11931,1
531,Comedy,153,7.1,48332,0
532,Comedy,117,4.2,19656,1
533,Comedy,125,7.7,25443,1
534,Thriller,83,5.8,22934,1
535,Drama,139,8.9,46862,0
536,Thriller,136,8.9,39388,1
537,Drama,124,5.8,33522,1
538,Drama,99,9,23305,1
539,Comedy,96,9.5,,0
540,Romance,150,8.5,8512,1
541,Action,83,8.6,3766,0
542,Comedy,172,5.4,37145,1
543,Comedy,93,7.2,20886,1
544,Romance,82,4.4,5615,1
545,Action,167,4.5,42073,1
546,Thriller,159,9.5,26727,1
547,Thriller,137,5.8,15298,1
548,Comedy,134,8.1,4085,1
549,Action,83,8.4,46003,0
550,Comedy,103,8.7,,1
551,Drama,113,9.5,29575,1
552,Comedy,109,5.3,40316,1
553,Comedy,161,4.2,19503,1
554,Thriller,98,6.3,3781,1
555,Thriller,110,4.7,26119,1
556,Thriller,139,4.1,27686,1
557,Drama,139,6,49824,1
558,Thriller,98,8.3,42392,1
559,Action,128,7.1,37621,1
560,Romance,142,5.7,39950,0
561,Action,162,7.6,36870,0
562,Action,101,5.3,5729,1
563,Thriller,103,4.1,27810,1
564,Romance,155,8.2,30428,1
565,Romance,109,7.4,12378,1
566,Romance,137,8.2,,0
567,Drama,110,4.2,34865,1
568,Thriller,179,8.6,9063,0
569,Romance,143,7.4,,0
570,Drama,98,7.1,37392,1
571,Comedy,127,7.4,25109,0
572,Comedy,124,8.8,27775,1
573,Drama,179,7.2,36275,1
574,Drama,173,7.2,6831,1
575,Thriller,134,9.4,40663,0
576,Thriller,134,8.2,,1
577,Comedy,176,6.4,19277,0
578,Romance,97,7.9,23818,1
579,Comedy,142,6.1,3011,1
580,Romance,171,5.3,18899,1
581,Romance,126,7.3,49502,0
582,Thriller,154,,15294,1
583,Action,136,9.1,5051,1
584,Action,124,5.9,40966,0
585,Drama,112,,28433,1
586,Thriller,96,5.2,21773,1
587,Romance,149,9.5,48985,0
588,Action,83,9.4,40970,0
589,Romance,99,7.6,5665,1
590,Action,126,8.4,22921,0
591,Action,170,7.9,25594,0
592,Action,94,7.3,34041,1
593,Thriller,149,4.3,8724,1
594,Comedy,126,6.5,47262,1
595,Romance,157,7.7,46124,1
596,Thriller,154,7.7,935,1
597,Thriller,88,6.1,18746,0
598,Thriller,169,9.2,11924,1
599,Thriller,95,4.9,37435,1
600,Thriller,148,6.8,3915,0
601,Drama,140,7.8,49498,1
602,Romance,89,7.8,2529,1
603,Thriller,129,7.6,42050,0
604,Romance,82,5.5,41986,0
605,Drama,156,4.9,44498,1
606,Drama,173,7.5,2707,1
607,Romance,149,7.3,25750,1
608,Action,160,5,38798,1
609,Comedy,130,7.9,32453,0
610,Action,98,6.5,36890,0
611,Action,121,7.7,12091,0
612,Action,114,8.6,21268,0
613,Thriller,125,4.9,31199,0
614,Drama,105,4.1,39485,1
615,Action,148,,36019,1
616,Drama,172,7.4,,1
617,Romance,143,7.8,5680,0
618,Comedy,116,8.6,7154,1
619,Romance,163,8.4,24190,1
620,Romance,128,9.3,40487,0
621,Thriller,100,6.9,15923,1
622,Comedy,153,,46115,1
623,Romance,143,6.2,37441,0
624,Romance,84,4.8,15439,1
625,Comedy,179,7.1,3591,0
626,Comedy,149,5.5,806,1
627,Romance,169,9.1,32057,1
628,Comedy,83,7.2,15828,1
629,Romance,118,7.3,7097,0
630,Romance,,6,38101,1
631,Thriller,80,,38623,1
632,Action,103,4.2,25263,1
633,Romance,136,6.3,17818,1
634,Drama,179,4.5,22072,1
635,Action,149,7.3,18331,1
636,Action,120,8.8,39719,1
637,Action,133,8.9,12226,1
638,Thriller,125,7.6,,1
639,Romance,139,5.2,40733,1
640,Thriller,139,8.7,12218,1
641,Romance,136,,3417,1
642,Thriller,110,5.1,45080,1
643,Thriller,163,8.1,44215,1
644,Drama,103,5.6,43258,1
645,Thriller,168,8.4,47731,0
646,Comedy,115,9.5,49416,1
647,Drama,164,4.2,39928,1
648,Thriller,109,8.9,15604,0
649,Action,103,7.4,3157,1
650,Comedy,109,9.4,26760,0
651,Comedy,165,6.6,37296,0
652,Comedy,171,8.7,502,0
653,Drama,86,4.3,8705,1
654,Thriller,114,,15861,1
655,Thriller,134,4.4,27143,1
656,Action,171,9.4,33735,1
657,Action,93,8.5,13879,1
658,Comedy,89,8.7,15255,1
659,Action,159,9.2,,1
660,Drama,95,4.5,33232,1
661,Thriller,133,6.1,23951,0
662,Comedy,174,4.4,15466,0
663,Action,168,5.2,28508,1
664,Drama,156,5.3,6671,1
665,Drama,149,6.6,49831,0
666,Action,123,5.5,14117,0
667,Thriller,152,4.6,39336,1
668,Action,124,4.9,4250,1
669,Comedy,179,4.8,45933,1
670,Action,135,9.4,19523,1
671,Drama,163,8.2,4237,1
672,Action,161,9.3,30092,1
673,Thriller,136,6.4,45104,1
674,Romance,100,5.5,29002,0
675,Action,147,8.4,49704,1
676,Thriller,129,5.8,45021,0
677,Thriller,112,5.6,13933,0
678,Drama,170,5.3,1481,1
679,Thriller,86,4.7,8254,1
680,Thriller,149,5.4,34335,1
681,Thriller,94,6,13539,0
682,Thriller,161,7.7,,1
683,Comedy,111,4.3,24056,1
684,Comedy,154,5.2,17364,1
685,Drama,99,8.4,44874,0
686,Action,167,4.8,3249,1
687,Thriller,94,5.9,24760,1
688,Action,127,8.8,40760,0
689,Action,150,4.9,20628,1
690,Drama,100,4.5,49004,1
691,Thriller,121,6.7,1268,0
692,Thriller,105,5.7,45224,0
693,Romance,93,7.1,35997,0
694,Action,136,8.4,15132,1
695,Action,116,4.8,35394,0
696,Comedy,137,7.2,43927,1
697,Romance,100,6.8,3616,1
698,Comedy,161,4.8,19851,1
699,Comedy,148,7.4,30473,0
700,Comedy,82,5.5,30370,0
701,Drama,166,6.7,10486,1
702,Drama,169,4.5,36423,1
703,Comedy,116,6.5,48880,1
704,Romance,167,5.7,14257,0
705,Action,128,8.5,37979,1
706,Romance,98,4.3,39620,1
707,Thriller,168,6.3,49697,0
708,Drama,,6.5,39232,1
709,Action,91,8,,1
710,Action,,,20500,0
711,Thriller,120,7.7,36743,1
712,Thriller,112,8.3,38365,1
713,Comedy,129,,16079,0
714,Drama,147,5.7,11629,1
715,Drama,150,7,16745,1
716,Romance,165,8.6,26524,1
717,Comedy,112,9.4,13482,0
718,Comedy,160,8.9,4125,1
719,Comedy,103,6,43326,1
720,Comedy,140,5.1,,1
721,Drama,140,6.7,4275,0
722,Drama,177,8.1,30619,1
723,Comedy,107,6.7,9274,1
724,Romance,137,6.7,3543,1
725,Action,122,8.6,21495,1
726,Action,120,6,10825,0
727,Romance,118,8.7,33561,0
728,Comedy,165,6.2,41215,1
729,Drama,128,5.8,44648,0
730,Action,96,6.5,31451,1
731,Thriller,177,8.2,18296,0
732,Thriller,149,4.7,46709,1
733,Romance,149,5.1,14354,1
734,Comedy,177,9.2,14121,1
735,Action,144,5,46236,1
736,Comedy,153,7.1,5824,0
737,Action,164,7.2,28790,1
738,Romance,,6.7,1507,0
739,Romance,81,7.5,8132,1
740,Thriller,101,5.3,47440,1
741,Comedy,136,7,17894,1
742,Thriller,145,6,19981,1
743,Comedy,153,7.6,20856,1
744,Thriller,177,4.8,40262,1
745,Drama,95,7.1,29516,1
746,Drama,130,5,49803,1
747,Drama,118,5.5,44454,0
748,Drama,165,5.2,25852,1
749,Action,155,5,13026,1
750,Drama,167,8.5,33865,0
751,Romance,119,5.6,14490,0
752,Romance,117,9.1,38967,0
753,Action,139,9.3,22039,1
754,Drama,138,7.1,27407,0
755,Drama,89,4.8,,0
756,Drama,178,6.1,28613,0
757,Thriller,143,8.4,24602,1
758,Comedy,142,6,30163,1
759,Thriller,128,4.5,22586,1
760,Comedy,143,7.1,46377,1
761,Drama,111,8.6,38358,1
762,Drama,86,8.4,31792,0
763,Thriller,100,5,38484,0
764,Thriller,99,7.7,16058,0
765,Comedy,105,5.2,35116,0
766,Romance,147,5.2,17332,1
767,Comedy,165,8.8,10848,1
768,Thriller,94,5.4,10614,1
769,Thriller,164,5.4,22838,1
770,Action,158,4,8795,1
771,Thriller,165,,8170,0
772,Action,171,,27865,0
773,Romance,93,7.5,41762,1
774,Comedy,,8.1,,1
775,Comedy,119,4.8,16798,0
776,Action,137,6.5,15223,1
777,Comedy,107,5.9,35244,1
778,Thriller,105,,25716,1
779,Drama,,6.7,37246,1
780,Action,145,9.1,11282,1
781,Comedy,104,4.2,24933,0
782,Action,82,5.6,33442,1
783,Action,151,5.1,31431,0
784,Drama,123,5.3,46198,1
785,Thriller,176,9,26228,1
786,Action,121,6.6,31656,1
787,Comedy,,6.6,22069,1
788,Romance,85,8.2,,1
789,Action,118,4.8,9049,1
790,Action,131,6.7,24618,1
791,Drama,102,6.4,5770,1
792,Thriller,168,7.3,24199,1
793,Romance,129,9.5,39435,0
794,Comedy,122,8.2,12816,1
795,Romance,98,6.2,,1
796,Comedy,148,8.6,7937,0
797,Thriller,,4.9,49455,0
798,Comedy,90,4.2,47399,1
799,Drama,91,5.1,19259,0
800,Drama,153,5.9,41366,1
801,Drama,87,6.8,,1
802,Drama,103,7.4,21660,1
803,Romance,171,9,17206,0
804,Thriller,120,6.8,46389,1
805,Comedy,115,6.8,8820,1
806,Comedy,164,4.3,37761,1
807,Drama,151,4.2,49595,1
808,Drama,,7,28462,1
809,Action,88,6.4,28358,1
810,Thriller,126,8.6,21882,1
811,Romance,94,4.9,41268,1
812,Comedy,127,4.1,21220,1
813,Action,161,6.5,19890,1
814,Action,121,5.3,28012,0
815,Comedy,139,4.3,47474,0
816,Romance,163,8,43007,1
817,Action,149,4.6,34912,1
818,Action,,7.3,49670,1
819,Thriller,81,5.5,36260,1
820,Romance,86,5,19256,0
821,Action,159,6.1,10772,1
822,Romance,82,,14544,0
823,Comedy,82,6.2,6884,1
824,Drama,106,8.1,18029,1
825,Action,119,4.7,1170,1
826,Thriller,112,8.3,23006,1
827,Comedy,171,5.3,34718,1
828,Romance,80,7.7,45258,1
829,Comedy,87,7.1,3039,0
830,Action,111,9.1,29941,0
831,Romance,127,6.1,42963,1
832,Drama,83,4.4,16401,1
833,Comedy,173,4.1,7294,1
834,Action,149,8.5,5951,1
